given_name,surname,gender,birthdate,country_of_birth,current_country,phone_number,postcode,national_insurance_number,bank_account_number,cc_status,weight,height,blood_group,avg_n_drinks_per_week,avg_n_cigret_per_week,education_level,n_countries_visited
Joanne,Faulkner,F,1978-11-25,Antarctica (the territory South of 60 deg S),United Kingdom,07700 900 768,GY95 8TW,ZZ 63 12 60 T,076211137,0,85.1,1.99,O+,4.0,358.9,secondary,34
Carol,Stevens,F,1976-03-22,Hungary,United Kingdom,07700 900 955,E5W 5HF,ZZ 89 96 65 T,032758540,0,61.9,1.49,B+,4.8,338.9,secondary,33
Damien,Lewis,M,1957-08-22,Sri Lanka,United Kingdom,(07700) 900 980,S61 6BB,ZZ 099525 T,082994710,0,81.9,1.47,O+,0.9,484.6,secondary,3
Lynda,Hargreaves,F,1963-07-31,Tuvalu,United Kingdom,(07700)900293,S04 5JJ,ZZ 782808 T,010343388,0,77.3,1.84,O+,8.9,154.7,secondary,49
Gary,Garner,M,1961-01-28,Trinidad and Tobago,United Kingdom,07700 900 350,W72 5NN,ZZ 502391 T,066142229,0,95.1,1.51,B+,4.9,371.3,secondary,43
Sandra,Allen,F,1955-12-27,Saint Martin,United Kingdom,(07700) 900109,W44 5DF,ZZ 02 32 03 T,109598536,0,52.0,1.89,A+,8.0,424.4,secondary,36
Lindsey,Hamilton,F,1956-07-19,Bulgaria,United Kingdom,07700 900811,LS38 2XN,ZZ993260T,083174843,0,75.2,1.43,A+,1.4,268.4,bachelor,49
Melanie,Williams,F,1965-08-11,New Zealand,United Kingdom,+44(0)7700 900 620,E8H 7NB,ZZ 32 16 60 T,029018222,0,71.9,1.93,A+,2.0,263.0,secondary,46
Shaun,Finch,M,1974-08-01,Gambia,United Kingdom,+447700 900 489,HS2 5EP,ZZ079854T,082280929,0,74.5,1.96,O+,3.7,317.4,secondary,46
Matthew,Walker,M,1993-01-10,Tokelau,United Kingdom,(07700)900035,N7 8ZU,ZZ543197T,051481063,0,68.0,1.51,B+,3.0,335.2,masters,39
Dale,O'Connor,M,1980-03-09,Saint Pierre and Miquelon,United Kingdom,+44(0)7700900624,BR31 9GZ,ZZ 427503 T,126977198,0,54.1,1.72,O+,7.9,359.9,secondary,38
Leonard,Dobson,M,1965-07-01,Guernsey,United Kingdom,+44(0)7700 900577,HD17 6JF,ZZ 19 51 49 T,043561182,0,79.8,1.47,O+,6.8,355.9,secondary,31
Sean,Moore,M,1968-05-04,Palau,United Kingdom,+447700900893,L8S 3AZ,ZZ 48 21 11 T,043476426,0,86.3,1.52,O+,3.1,73.8,bachelor,27
Michael,Ellis,M,1981-05-23,Faroe Islands,United Kingdom,(07700)900664,KW1 8WJ,ZZ123099T,054684090,0,81.4,1.56,A+,5.1,141.5,secondary,26
Sara,Davies,F,1973-02-14,Sweden,United Kingdom,+447700 900443,E4W 3ZS,ZZ 75 02 00 T,124666809,0,66.1,1.47,O+,2.6,202.0,primary,9
Brandon,Barker,M,1987-07-18,Mauritius,United Kingdom,07700 900199,IP4V 8YH,ZZ 54 97 99 T,039563262,0,87.7,1.75,O+,1.8,338.7,bachelor,19
Hugh,Allen,M,1963-08-31,Netherlands,United Kingdom,(07700) 900535,L36 9UL,ZZ 398560 T,040983608,0,68.9,1.68,O+,4.9,147.5,bachelor,15
Elliot,Shaw,M,1989-08-02,Reunion,United Kingdom,(07700) 900124,E8K 8HP,ZZ 68 25 87 T,012767302,0,41.7,1.88,O+,3.8,362.5,other,24
Marcus,Baxter,M,1962-04-03,Liechtenstein,United Kingdom,(07700)900925,DE8 3HS,ZZ730736T,042107657,0,52.3,1.55,B+,5.0,144.6,bachelor,39
Jayne,Tucker,F,1977-09-16,Belgium,United Kingdom,+447700900126,E1T 3XB,ZZ173275T,016797310,0,76.8,1.4,A-,4.6,397.8,phD,36
Caroline,Richards,F,1978-02-18,Haiti,United Kingdom,07700900859,TR9M 9FY,ZZ009537T,059550666,0,66.5,1.57,A-,4.3,158.1,secondary,49
Danielle,Wood,F,1960-06-03,British Virgin Islands,United Kingdom,07700 900 080,DA6E 7US,ZZ 56 97 50 T,030653003,0,87.6,1.83,O+,1.5,68.4,phD,3
Lynne,Brown,F,1995-03-02,Denmark,United Kingdom,(07700) 900097,WD10 4ZB,ZZ 735353 T,076296165,0,81.7,1.49,O+,1.2,231.1,bachelor,20
Carly,Hawkins,F,1963-07-19,Montserrat,United Kingdom,+44(0)7700900120,W98 5DL,ZZ605045T,015276612,0,55.2,1.51,O-,4.8,248.2,other,15
Amber,Parkinson,F,2001-10-12,Norfolk Island,United Kingdom,+44(0)7700 900487,B75 2RD,ZZ723507T,023231995,0,79.9,1.68,A-,1.4,493.8,bachelor,24
Trevor,Fox,M,1958-04-14,Georgia,United Kingdom,+447700900926,HS89 7QA,ZZ 097076 T,012791491,0,36.9,1.88,A+,7.7,356.7,bachelor,28
Gary,Edwards,M,1964-06-20,Heard Island and McDonald Islands,United Kingdom,(07700)900585,MK1W 8ZQ,ZZ 708577 T,113803372,1,94.2,1.68,A+,2.3,7.0,phD,19
Arthur,Evans,M,2001-11-23,Burundi,United Kingdom,+447700900799,M5B 1RJ,ZZ272152T,011995722,0,86.6,1.77,A+,3.8,228.1,bachelor,40
Jason,Hall,M,1959-02-15,Guernsey,United Kingdom,+447700 900 399,SA9E 9NF,ZZ 417346 T,126878446,0,36.9,1.9,A+,3.3,116.5,phD,16
Julia,Randall,F,1981-11-15,Vietnam,United Kingdom,07700 900 908,WS6 0ZZ,ZZ 40 53 33 T,089974254,0,91.1,1.52,B-,8.3,305.3,primary,14
Kim,Tyler,F,1974-02-24,Turkmenistan,United Kingdom,+447700900371,BS70 5QT,ZZ 72 07 09 T,115128149,0,93.3,1.96,O+,1.8,186.0,other,25
Phillip,Byrne,M,1973-03-19,Australia,United Kingdom,+44(0)7700900698,RG4 9TF,ZZ359031T,095356507,1,80.5,1.82,A-,0.9,491.7,secondary,34
Iain,Moore,M,1986-07-15,Albania,United Kingdom,+44(0)7700900454,W1W 8QX,ZZ 821710 T,129354297,0,35.6,1.97,B+,6.0,70.7,secondary,27
Clifford,Warren,M,1956-04-30,Korea,United Kingdom,07700 900985,S40 2QP,ZZ259035T,112781301,0,92.6,1.75,A+,9.6,446.4,other,39
Kate,Cross,F,1960-05-11,Swaziland,United Kingdom,(07700) 900612,MK95 7JT,ZZ 835094 T,070201363,0,75.3,1.4,A+,1.1,276.9,bachelor,47
Harriet,Taylor,F,1971-07-23,Belarus,United Kingdom,07700 900 302,B2E 6SX,ZZ146318T,085474460,0,72.1,1.44,O+,2.7,459.0,secondary,35
Wayne,Barrett,M,1960-07-28,Vietnam,United Kingdom,07700 900776,S8 5AN,ZZ 622180 T,055490733,0,44.7,1.91,O+,9.8,70.5,phD,37
Arthur,Thompson,M,1989-02-02,Barbados,United Kingdom,+44(0)7700 900705,E39 0PU,ZZ865468T,071500131,0,82.8,1.46,O+,8.0,107.9,other,40
Kerry,Reynolds,F,1958-12-20,Marshall Islands,United Kingdom,07700 900062,W8 3WD,ZZ 83 39 30 T,063365957,0,65.4,1.46,O+,4.2,489.4,secondary,10
Eleanor,Nicholson,F,1977-10-24,Cocos (Keeling) Islands,United Kingdom,(07700)900067,TN04 0HF,ZZ 31 39 40 T,091181572,0,47.6,1.59,A+,6.3,460.0,bachelor,33
Gary,Ball,M,1973-07-26,Greenland,United Kingdom,+44(0)7700900484,CV1 9GL,ZZ 53 22 04 T,125224428,0,94.5,1.43,A+,9.4,402.5,secondary,13
Leonard,Harris,M,1957-12-04,Hong Kong,United Kingdom,07700900388,W49 8TN,ZZ 57 06 95 T,074050183,0,38.3,1.5,A+,1.5,413.7,secondary,13
Judith,Hewitt,F,1976-02-12,Brunei Darussalam,United Kingdom,07700 900926,RG9B 2GJ,ZZ880117T,086243467,0,60.1,1.9,O+,6.2,52.0,secondary,5
Iain,Davies,M,1968-06-28,Gambia,United Kingdom,(07700)900104,DL0M 6TZ,ZZ 08 32 57 T,062627104,0,47.5,1.67,O+,1.8,41.2,phD,6
Kate,Mistry,F,1998-01-04,Spain,United Kingdom,07700900828,L59 2RA,ZZ441902T,016564666,0,45.9,1.79,O+,7.1,25.9,bachelor,10
Bruce,Atkinson,M,1982-06-16,Iraq,United Kingdom,+44(0)7700 900 266,SW6R 8XG,ZZ024423T,043827305,0,38.4,1.92,O+,0.3,377.0,phD,24
Dawn,Chadwick,F,1979-09-02,New Caledonia,United Kingdom,07700 900422,CB9P 9BE,ZZ 77 76 52 T,040821582,0,71.9,1.95,A-,8.1,390.3,bachelor,22
Graham,Robson,M,1958-09-29,Tuvalu,United Kingdom,+44(0)7700 900193,IV1 5JE,ZZ588902T,122724028,0,53.1,1.81,A+,7.2,312.2,secondary,10
Keith,Townsend,M,1981-11-10,Norway,United Kingdom,+447700900947,PL8 7HQ,ZZ 20 30 74 T,083260139,0,77.0,1.44,O+,6.3,26.6,secondary,9
Hilary,Chapman,F,1991-01-02,Kyrgyz Republic,United Kingdom,(07700)900978,WA4 3UN,ZZ 965995 T,073149008,0,58.7,1.86,A+,8.3,444.3,secondary,47
Annette,Walker,F,1998-04-08,Kiribati,United Kingdom,(07700) 900 562,DA2 6DN,ZZ510064T,091525002,0,86.4,1.44,A+,8.5,24.0,bachelor,35
Mohammed,Jenkins,M,1963-10-10,Guinea-Bissau,United Kingdom,(07700) 900 523,E3F 9RW,ZZ 04 51 09 T,022957607,0,51.9,1.75,O+,3.9,74.0,other,49
Craig,Gray,M,1972-10-29,Kiribati,United Kingdom,(07700)900176,LN88 9GJ,ZZ415904T,061848298,0,58.6,1.96,A-,2.3,488.1,secondary,35
Victor,Harper,M,1960-01-13,Saudi Arabia,United Kingdom,07700 900043,CV26 8TL,ZZ 85 01 80 T,056324154,0,44.4,1.57,B+,7.7,277.6,secondary,38
Claire,Sanders,F,1956-09-16,Russian Federation,United Kingdom,(07700) 900 756,NR7R 5LX,ZZ 97 68 54 T,055385246,0,39.3,1.46,A+,2.8,338.7,bachelor,44
Andrea,Roberts,F,1981-03-17,Solomon Islands,United Kingdom,+447700 900 421,WR8 4XR,ZZ 96 60 03 T,074544369,0,73.3,1.46,O+,3.0,391.7,secondary,8
Kerry,Smith,F,1999-08-04,India,United Kingdom,+44(0)7700900645,S7E 9HL,ZZ917222T,108462566,0,46.4,1.58,A+,7.8,76.1,secondary,20
Nicole,Johnston,F,1997-07-20,Grenada,United Kingdom,07700900089,PL0M 4LL,ZZ030904T,103973610,0,51.2,1.45,B+,2.5,342.8,secondary,28
Hayley,Taylor,F,1990-04-05,France,United Kingdom,07700900653,SO8R 5PS,ZZ 333548 T,063167391,0,93.9,1.8,A+,0.6,376.1,secondary,8
Marian,Walker,F,2002-10-04,Jamaica,United Kingdom,+447700 900 835,E6 1TL,ZZ 263128 T,087736012,0,96.7,1.75,O-,5.5,86.0,other,6
Henry,Russell,M,1964-10-22,Marshall Islands,United Kingdom,07700 900 429,OX8H 1PN,ZZ657535T,086996497,1,85.6,1.9,B+,3.8,135.8,secondary,4
Justin,Noble,M,1967-07-04,Saint Lucia,United Kingdom,+447700 900612,BN2P 2WA,ZZ044938T,063686173,0,78.3,1.5,O-,9.7,237.4,secondary,10
Allan,Hammond,M,1964-01-26,Nepal,United Kingdom,+447700900869,SA92 1SJ,ZZ 648472 T,072521708,0,92.7,1.98,A+,1.8,262.4,secondary,21
Robin,Morris,M,2002-06-19,Estonia,United Kingdom,(07700) 900743,TS27 2FD,ZZ 851919 T,014900523,0,56.1,1.85,B+,7.7,336.2,other,35
Stacey,Barnett,F,1956-04-26,Botswana,United Kingdom,+447700 900776,G89 7HN,ZZ783809T,028276780,0,94.9,2.0,O+,0.9,55.7,secondary,35
Jayne,Harrison,F,1962-08-16,Guernsey,United Kingdom,(07700)900596,CT5B 5BN,ZZ793814T,062820464,0,75.6,1.5,A+,4.7,430.5,bachelor,35
Oliver,Holmes,M,1957-01-10,Canada,United Kingdom,07700 900 536,SR56 7HG,ZZ 09 94 67 T,088029663,0,95.6,1.65,B-,0.7,34.6,masters,47
